Dnah9
Kyat1
Tnpo3
Ptdss1
Hacd3
Izumo4
Syt3
Fnip1
Pex1
Pigk
Mtor
Rubcn
Lrrc3b
Col25a1
Morc2b
Stambpl1
Prr3
Ubn2
Gtf3c3
Arg2
2210408F21Rik
Atp6v1h
Bmpr1a
Kalrn
Pwp2
Fut10
Szt2
March2
Wiz
Vdac3
Rmc1
Strada
Asah2
Dedd2
Nxpe3
Gpn1
E230029C05Rik
Bcan
Atrnl1
Cdc27
Stoml1
Zfp30
Oprd1
Ndufs1
Ar
Aacs
E130006D01Rik
Ube2e1
Tmem39b
Dcaf11
Tmem164
Dnaja3
Gabrr2
Kirrel3
Cep131
0610040J01Rik
Trio
Zfp408
Mei1
Mterf4
Tulp3
Nat10
Ncor2
Letm2
Sec24b
Ube2l3
Kif5c
Nim1k
Rhobtb3
Bckdhb
Poli
Tmcc2
Ubr5
Ctnna3
Hivep2
Prkar1b
Smad2
Kif27
Efs
Cers6
Snx10
Pgbd1
Ankrd33b
4932441J04Rik
Wdr66
Zfp40
AW554918
A230077H06Rik
Arx
Adap1
Pomt1
Tex14
Rsrc1
U2af1
Wdsub1
Coq8b
2310015A10Rik
Dolk
Entpd6
Safb2
Mrpl38
Tmem117
Caap1
Unc45a
Alg9
Hhipl1
Pdia5
Arhgef26
Nup50
Frmd4a
Pigl
Rbbp9
Fa2h
Fxr1
Cdh8
Ccser1
Brox
Lemd3
Atp6v0a2
B230303A05Rik
Dusp22
Prep
Zfhx3
Smarca4
Grb10
Med14
Emb
Mrpl1
Syngr1
Tmem163
Dlgap3
Megf9
A330040F15Rik
Rev3l
R3hcc1
Shtn1
Akap17b
Epb41l1
Sall1
6530403H02Rik
Arhgef1
Foxk2
Atm
Wdr25
Nipsnap1
Map2k5
Brca2
Efcab12
Rnf214
Abcb4
Smyd4
Pbx3
D130043K22Rik
Wdr92
Zfp521
Rps6kc1
Cdc23
Adcyap1r1
Dgkb
Scube3
Acot8
Cox19
Camsap3
Magi3
Tmem132b
Cabp7
Thnsl1
Desi1
Kif9
Gba2
Adgrb3
Fam234b
Itpk1
5730522E02Rik
Uhrf2
Fbxo41
Cyb5r4
Znrf1
Zfp236
Gng2
Kcnma1
Fam204a
Letmd1
Dnajb6
Insig2
Upp2
Srek1
Sirt3
Tspan17
Atad5
Tenm2
Pacrg
Prkcz
Pid1
Nudcd3
Smim10l2a
Pcbp3
Gtf2i
Deptor
Pdk1
Nhej1
Prim1
Ube2cbp
Nectin1
Sox8
Lyrm9
B4galnt1
Smurf1
Cd164l2
Ranbp3l
Inpp5k
Fryl
B230323A14Rik
D130040H23Rik
Sgip1
Auh
Gsto1
Ano8
Ptprz1
Uggt1
Gatb
Kdm1a
Ccdc13
Cpne2
Ints2
Klf15
Chrm3
Gjc3
Unc80
Lama3
Prrc1
Tbcel
Vangl1
Rhoq
Celf2
Dstyk
Mobp
Camk1d
Cap2
Ddb2
Panx2
Unc5c
Lrrfip2
Nos1ap
Lrch1
9330162G02Rik
Nup85
Rnf182
Inha
Usp36
P4ha3
Lat2
Tbc1d12
Prkdc
Siah3
Slc25a19
Ercc6
Fads6
Ak4
Rrp12
Ccdc157
Snx14
Sirt5
Crtc1
Tenm4
Tpra1
Lypd6
Egfem1
Pls1
Polr3k
Prkag2
Mest
Cux2
Me3
Rab3b
Scrt2
Chd2
Sbf2
Adamts9
Snx32
Kif1b
Stx7
Glis2
Drg2
Vps35l
Armc6
Hrh1
Ift81
Ift74
Jmjd1c
Dcun1d1
Cth
Mthfd2
Mnat1
Sgk1
Shisa6
Ptpa
Naa35
Nipal2
Ipo8
Slc24a2
Ttc34
Phldb1
Ptcd2
Slc35f1
4931406C07Rik
Fam184a
Cul1
Igsf9
Rabep1
Dnah7b
Resp18
Tmem161a
Pcsk2
Snrnp48
Bmp2k
Gsdme
Ino80dos
Nploc4
Zfp174
Micall1
Rpp30
2010111I01Rik
Sel1l3
Zmiz1os1
Gars
Cadps
Osbpl8
Prdm10
Usp45
Zfp354c
Sh3yl1
Src
Rufy2
Mipep
Dcp1b
Aph1c
Zmpste24
Sms
Bphl
Kifc3
Nfkb1
Trmt11
Lrguk
A430046D13Rik
Epb41
Cnih3
Fam49b
Dmd
D430042O09Rik
Pds5a
Hykk
Rmi1
Zbtb17
Rhbdl3
Slc35f6
Ccdc50
Ptprs
Slc35a1
Pex16
Ccdc92b
Dtx4
Zmym5
Rbm33
Slc6a9
Zkscan3
Tcerg1
5530401A14Rik
Tet2
Pak7
Slc12a9
Wdr5
Zfp746
Nfatc2ip
Cox10
Slx1b
Ccdc92
Rexo4
Cfap46
Haus8
Psmd1
Parp11
Pcsk7
Lrba
Lmln
Itfg2
Rnf111
Napg
Ttc19
Pcnx2
Dhrs13
5330434G04Rik
Rims2
Zcwpw1
Ankzf1
Tmem131l
Zdhhc1
Zdhhc14
Cgrrf1
Clip2
A930012L18Rik
Zfp976
Psme4
Abcf3
Lrfn1
Ppp1r9a
Srfbp1
Hmgn3
1600020E01Rik
Mrpl23
Svop
Iffo1
Slc12a6
Mapk9
Ttc1
Cstf3
Pard3b
Ddx55
9330162012Rik
Rims4
Agap3
9530077C05Rik
Sh3rf2
Birc2
Fntb
Kctd15
Brms1l
Sars
Golga1
Maml3
Eif2b3
Abcc8
Ubp1
Nat8f4
Gstz1
Pi4ka
Tmem192
5730405O15Rik
Hemk1
Ppp2r5c
Cybc1
Nrg2
Pkdcc
Samd10
Dlgap4
Hspa14
Trim2
Mycbp2
Ntmt1
Ube4b
E2f3
Celf3
Bend7
Trpm3
Nhs
Agt
Mindy4
Fbxo16
Rmnd1
Paxbp1
Fopnl
Luc7l2
Phtf1
Cfap45
Pcolce2
Gtpbp2
Med12l
Plekhm3
Fndc1
Kif26b
Aig1
Kctd13
Blcap
Ext1
Pcgf6
Piga
Memo1
Gtf2ird2
Nlgn1
Magel2
Fam120a
Dlat
Atp13a4
Tmem8b
Ncbp3
Mecr
C130026L21Rik
Bdh1
5031434O11Rik
Sae1
Osbpl6
Rarb
Hira
Togaram2
Kif3c
Spg11
Pknox2
Sfmbt2
Grip1
Ube2q2
Zfp961
Lrig2
Paxip1
Plcd3
Zfp317
Ppih
Supt3
Slc30a6
A730060N03Rik
Ivd
Chchd3
Zfp112
Dnm1
Esrrb
Cep83os
Lta4h
Wdtc1
Gpi1
Slc44a1
Aldob
Wdr75
Mcph1
Dusp15
A930015D03Rik
Olfm2
Pank1
Cep85
Dnajc21
Ttll9
St6gal1
Rffl
Cpt1c
Usp38
Nsg1
Ints6
Zgpat
Epha6
Cbs
Csrnp2
Mtcl1
Brf1
Nln
Rad54l2
Pigx
Kctd16
Morc2a
Dalrd3
Rars2
Hhatl
Atp8a2
Ryr3
Fam214a
Mei4
Slc4a8
Dclk1
Pakap
Kcnh7
Cyp2u1
Plekha8
Zfp346
Cc2d2a
Pou2f2
Sh3gl1
Zfp711
Oprl1
Trmt5
Dgki
Acp1
Adgrl1
Supv3l1
Aifm3
Ankrd28
Scai
Fam118b
Tuft1
C77080
Racgap1
Fgfr1
Camk2g
Ttc39b
Fam169a
Sap130
Kcnu1
Armc8
Rab11fip3
Arhgap23
Pm20d2
Hacd2
Nipsnap2
Slc38a1
Casz1
Ero1l
AC158605.1
Tbkbp1
Hsbp1l1
Metap1d
B4galt5
1500004A13Rik
Kdm3b
Atic
Mtss1
Tab1
Vps53
Palm2
Nyap1
Camkmt
Blmh
Slc11a2
Cux1
Abraxas2
Cep170
Sh3rf3
Sybu
Dnajb4
C230037L18Rik
Gk
Zfp536
Nin
Ppcdc
Zfp423
Nt5c2
Sgsm2
Tmcc3
Ttc28
Pias4
Mapk14
Tle4
Mfsd12
Ttc26
Tet1
Dzip1
Nphp3
Tube1
Zfyve27
Arnt
Adal
Mbnl2
Stox2
Ric3
T2
Aifm1
Etl4
Iars2
Ppfia1
Crot
Khdrbs2
Atg16l2
Dnm2
Fam193b
Amph
AC163347.1
Flot2
Atxn7l2
Rnd3
Ints9
Pik3c2b
1810043G02Rik
Epb41l4a
Gucy1a2
N4bp1
Wdr37
4933427D14Rik
Fam151b
Mpp6
Tmem169
Cabin1
Cpeb1
Rnf165
Cacnb2
Rab34
Abcb10
AC164314.1
Exog
Shc3
Lmnb1
Casp9
Bace2
Armh3
Dscaml1
Taf4
Agbl3
Aff3
Fam13a
Sned1
Rab11fip5
Uhrf1bp1l
Ctps2
Rangap1
Pask
Tctn2
Fat1
Zc3h3
Inpp5e
Htatip2
Stx2
Egfl6
Edem2
Pisd-ps1
Add3
Bbs9
5031439G07Rik
Dimt1
Map3k9
Vars
Fam214b
Pitrm1
Abhd6
Dnajc7
Frs3
Gon4l
Gnai1
Cadps2
Prpf6
Cdan1
Hdac4
Chfr
Fam57a
Ppp2r3c
Vit
Edrf1
Anapc1
Cacna1g
Nmnat3
Usp35
Scaf4
Fam149b
Klhdc2
Sept6
Ankrd6
Wdr41
Tnrc18
Carm1
Obsl1
Gck
Ampd3
Lpp
Lncpint
Slco4a1
Cenpu
Atg13
Meis1
Ezh2
Tmem131
Tom1l2
Ripply2
Ripor2
Cpsf1
Morn1
Rfx7
Cyth1
Adam17
Oxct1
Mfsd11
Lrrc8d
Lrfn2
Exosc1
Ptpn2
Ubash3b
Vwa8
Bicdl1
Fra10ac1
Rps6ka1
Dph1
Plcd4
Hps4
Trim37
Usp21
Sh3bp5l
Atxn10
E430024P14Rik
Tvp23a
Mettl25
Spast
Ccdc171
Mtrf1l
Ankrd35
Gspt2
Rell2
Nubpl
Adarb1
Dnal1
Chid1
Ero1lb
Cntnap2
Fam196a
Ube3b
Rrp15
Kin
Abtb2
Trp53bp1
Sarm1
Frmpd3
Pex14
Kif6
Dcun1d2
Hcn1
Kif13b
Hnrnpm
Clcn2
Il1rap
Abhd1
2610044O15Rik8
Gan
Tjap1
Kif21b
St3gal5
Dus3l
Amn1
Parp8
Trmt6
Sppl2b
Trp53bp2
Ap1b1
Gramd1b
Lrch3
Atp2b2
Mark1
Cfp
Sptbn4
Ddx27
AC115631.1
Pitpna
Nsmaf
Eif4e2
Foxp4
Kif16b
Trmt61a
Tnks
9430064I24Rik
Ddx51
Bop1
Cog2
Ctnnd2
Jarid2
Naa25
Mfsd13a
Wdfy2
Fhl1
Adgrl3
Wdfy3
Grin3a
Ank2
Dmpk
Kat8
Cep78
Neurl1a
Opcml
Atg2b
Nrip2
Hibch
Dand5
Gpr137c
Ccdc85a
Wdr46
Arhgef4
Fbxo27
Abhd10
Phka2
Rhot1
Tmem151a
Nmnat2
Pkd1
Nop14
Eml2
Mfsd4b4
Sycp2
Vwc2
Washc2
Apba1
Hmgcll1
Eri3
Pheta1
9930104L06Rik
Uhrf1bp1
Ipo4
Pinx1
Zxdc
Cyp27a1
Lrp8
Scfd1
Psd2
Map6
Zbtb43
Gdpd2
Papss1
Atxn2
Rasa3
Vps37c
Akap9
Dcp1a
Fgf1
Armh4
Hinfp
Ptpn21
Ambra1
Slc25a13
Lin28b
Ankrd24
L3hypdh
Tnr
Stk39
Zbtb40
Spns2
Nmrk1
Ctnna2
Trim46
Mccc1
Simc1
Slc35g2
Ccbe1
Kbtbd3
Itgb8
B230110C06Rik
Mpped2
Syt1
Lman2l
Dpp10
Gfra2
Mapk10
Wscd2
Phkg1
Sh2b2
Atp11a
Foxred1
Zfp598
Lgi1
Eml5
Gbx1
Igsf3
Gxylt1
Dmxl2
Gga1
Lsg1
Mapkap1
Afg1l
Rtkn2
Rtn4ip1
Fktn
Tmem56
Med25
Acot11
Rpl6
Kdm5d
Limch1
Dock4
Fam135b
Asah1
Lamp2
Plekhg4
Cdk2ap1
Itpkc
Zfp870
Cep76
Ufsp2
Osbpl5
Vps50
Kptn
B3gnt2
Pfas
Selenoi
Hivep3
Atxn1
Mtmr2
Rdh13
Lrrc23
Tspyl2
E2f6
Ccdc14
Epha3
Mak
Rere
Gsap
B3galnt1
Tspan2
Astn2
Mthfd1
Mettl2
Rexo1
Lgi4
Apbb2
Phf2
Xrn1
Slc25a40
Csmd2
Mtmr7
Rundc3b
Tmem80
9530052E02Rik
Ccdc91
Rbm6
March4
Cep120
Grin2d
Dync1i1
Rassf5
Fancc
Lin52
Osbpl2
Sox6
Ptpn9
Ass1
Ctbs
Slit3
Fyn
Eif4e
Slc25a23
Kcnab1
Slc20a2
Ndc1
Fam241b
Fam92a
Nup155
Plin4
Arhgap26
Lrp3
Man1c1
Abhd12
Plcl2
Hcrtr2
Mbd6
Mrps31
Mgat5b
Eml4
Ptprf
Mia2
Dock11
Fbxl4
Zcchc18
Ift172
Pld5
Casc4
2610021A01Rik
Iqgap2
Tcea2
Fibp
Mrrf
Nrf1
Trmt44
Dnajc12
Bcas3
Oxnad1
Chst10
Spire1
Ptch1
Pxdn
Lnx1
Atad3a
Htr4
Ank
Alms1
Ssbp2
Klhl8
Ttc12
Pigo
Sorcs2
4932438A13Rik
Tmtc4
Wdr59
Dlx1as
Uevld
Akap1
Mettl8
Krba1
Wipi2
Zbed3
Ttpa
Appbp2
Dhx29
D330023K18Rik
Parp1
Galnt12
Caskin1
Kdm5c
Rfesd
Gpatch2
Ube2e2
Ckap5
Gad1os
Mpdz
Nckap5
Plppr5
Slc9a7
Cit
Erc2
Stard7
Ppp2r5e
Etv6
Rhbdd2
Cyp2j6
Nle1
Tmem198b
Crtc2
Dph5
Tmem63b
AC132455.1
Prpsap2
Reln
Evi5
Dpf2
C130030K03Rik
Akap10
Tpcn2
Ssh2
Pank2
Arhgap22
0610010F05Rik
Nktr
Ift122
Sepsecs
Ncam1
Wrn
Ctns
Inpp5b
Cyp46a1
Tia1
Rab10os
Bloc1s5
Ube2o
Rtkn
Sema4a
Miga1
Hmga1
Grid1
Lsm11
Coq9
Bbs5
Cep350
Gpr107
Mapre2
BC035947
Ssh3
Fbn2
Nsun2
Elp1
Fbxl12
Mfap3l
Cntnap1
As3mt
Zfp583
Atad2b
Unc119
Pknox1
Stip1
Nt5e
Pold2
Kcnip4
Cdkal1
Flvcr1
Scn9a
Zfp512
Phc3
Ift140
Fggy
Ccdc151
Ralgps1
Fgf18
Sirt7
A230050P20Rik
Epdr1
Ube2i
Ttll11
Mttp
Plxnc1
A730020E08Rik
Miat
Tctn1
Syde2
Usp29
Abcd4
Faf1
Fbxo22
Unc13a
Hars2
Mkx
Hunk
Slbp
Asph
Gpr12
Cdc25a
Lhfpl3
Iws1
Ankib1
Ino80
A330023F24Rik
Slc13a5
Pou6f2
4921504A21Rik
Itsn1
Ube3c
Sgsm3
Coro7
Elfn1
Snap23
Rwdd3
Rab28
Osbpl7
Zfp354b
Lgmn
Ajm1
Gbf1
5031425E22Rik
Ankef1
Sidt2
Chpt1
Slc7a8
Rfc3
Actr5
Tmem260
Abcc1
Ss18l1
Ogt
Ptpn13
Tbce
Trabd
Styx
Tent4b
Soga1
Fgd4
Pphln1
Ccdc65
Josd2
Shc2
Hrh2
Dlgap1
Pacsin1
Sec61a2
Fgf9
Ccdc62
Taf1c
Stx16
Optn
Gabrb1
Slc33a1
Stac
1110059E24Rik
P3h1
Kcng2
Rimbp2
Mccc2
P2rx4
Clasp1
Fbrsl1
Dlg5
A630089N07Rik
Dlx6os1
Orc3
Ascc3
Ptch2
Acad9
Cdc42bpb
Arl15
Brsk2
Las1l
Napepld
Acss2
Dbt
Bbx
Echdc1
Khk
Adcy3
Ankub1
Zfp608
Elac2
Tkt
Slc27a3
Mtx2
Dennd1a
Fam199x
Sirt4
Hgsnat
Ahi1
Foxp2
Sptlc1
Cracr2a
Usp40
Tbrg4
Arhgap44
Anxa6
Aars2
Col26a1
Tyk2
Mboat7
C4b
Thbs3
Agl
Ksr2
Ppip5k1
Cers1
Exoc6b
Lmbr1
Lmtk2
Osbpl9
Ctsk
Ablim1
Uty
Acbd3
Fam19a4
Pnpla6
Qsox2
Cdk20
Zfyve19
Hook3
Miip
Rarg
Spns1
March11
Sufu
4930402H24Rik
Polr1e
Dnajb2
Xpo5
Farp1
Glrx
Ptpdc1
Rph3a
Dgat1
Srpk1
Ttyh3
Mkln1
Satb1
Ankrd13d
Trappc12
Nek4
Tert
Tet3
Mthfd1l
Trpm2
Npr2
Dtx3
Ddx10
Usp6nl
Mafg
Smoc1
Thrb
Sdk1
Ttc21b
Ppif
Mbtps1
Slco3a1
Pgs1
Klhl22
Atg4b
Dync2li1
Mast4
Mpg
Tbc1d32
Rnf24
Junos
Ednrb
Rxra
Tulp4
Larp4
Mocs1
Entpd5
Sclt1
Psmd14
Tchp
Ccdc120
Nek1
A430010J10Rik
Senp5
B130055M24Rik
Rbm19
Setd4
Zfp949
Osbp2
Baz1b
Tmem106c
Cyb5d2
Cep41
Pld2
Nacad
Strn3
Spock3
Lrrc24
Plekhn1
Nt5c3
Jakmip3
Cnnm1
Fgf14
Slc27a2
Adgrl2
Cdc14b
Pdlim3
Chd7
Fam110a
Tgds
Nfx1
Adamts18
Chek2
Dcaf5
Ttc7
Kcnk1
Gprc5b
Cyp2s1
Ddhd1
Mon1a
Ttc3
Grm7
Ncs1
Osbpl3
Lmbr1l
Nbas
Tenm1
Gpc6
Riok2
B3galnt2
Trim17
Ppp1r21
Myo18b
Porcn
Myo5a
Adcy7
Rprd2
Abca2
Miga2
Ccdc88a
Trip4
Fnip2
Dhx34
Fam184b
Prickle1
Tmem87b
St8sia1
Slc45a4
Plekha7
Slitrk1
Elavl2
Arpin
Rhpn1
Ptdss2
Cyp4f16
Dab1
Elp3
Decr2
Cnot4
Cul4a
Otud7b
Tyms
Mark3
Zkscan16
Pcid2
Cxadr
Capza1
Pdgfa
Ano4
P3h3
Tra2a
Plcxd3
Prickle2
Ttc25
Coro2b
Gpat3
Atp13a1
Mad2l2
Gria4
Elmod1
Fnbp1
Ica1l
Bean1
Zfp710
Sema6c
Epha5
Dst
Wnk3
Gtf2h3
Lonp2
Usp32
Etnppl
Rfx1
Slc7a3
Brdt
Fbxo8
Ftx
Gna12
Hdac3
Plekha5
Rnf144a
Ago3
Ap3s2
Spopl
Poglut1
Rap1gap
Vti1a
Ahcyl2
Zcwpw2
Fbxl18
Klhdc8a
Megf8
Ctnnal1
Zdhhc20
Clasp2
D5Ertd579e
Ssh1
Txnrd3
Btbd9
Tex10
Wwc1
Kcnd3
Adar
Tbc1d9b
Apmap
Ighmbp2
Oprm1
Heatr3
Htr7
Kif21a
Lrrc9
Snap91
Ubac2
Zbtb5
Kansl2
Rgl1
Plekhm2
Cntnap5a
Tmtc3
Scel
Phlpp1
Tmeff2
Dlst
Nadk
Nceh1
Plcl1
Klhl7
Stradb
Lims1
Vstm2b
Trim62
Fam120c
Samd3
Scaf8
Atrip
Zfyve28
Ablim2
Map4k5
Arl6ip6
B4galt7
Vps39
Zfp239
Gabrg2
Ttc4
Abcb9
Rnf138
Stxbp6
Dscam
Dnase1l2
Selenoo
Elmod2
Ldah
Nbea
Myo9b
Bnip3
Kcnc3
Ntn4
Soat1
Sorbs1
Tctn3
E4f1
Kcnc2
Pak1
Mthfr
Odf2
Nhsl1
Rfx3
Rtn3
Oxr1
Sec31a
Yaf2
Pms1
Galnt10
Tmem150c
Zfp786
Fhdc1
Sos2
Mterf3
Adgra3
Nprl3
Relt
Wdhd1
Zfp692
Foxred2
Mdm4
Dip2a
Camk2b
Rufy3
Cherp
Ypel4
Smad1
Cdh19
Syt9
Fam189a1
Ninl
Sema6d
Fbxw11
Dgkg
Mob3c
Apc
Tfcp2
Pank4
Cad
Madd
Zfp324
Tacr1
Tnfsf13b
Slc8a1
Kcnk9
4732471J01Rik
Uba3
Igsf9b
Arhgap39
Acer3
Dpy19l3
6430571L13Rik
Ppp4r4
Mthfd2l
Eefsec
Mettl17
Tmem104
Atp9b
Kcnh3
Begain
Fam161b
Smg1
Elp2
Mllt1
Bcl2
Rps6ka2
Pskh1
Kcnip1
Zfp810
4933439C10Rik
Adgrf4
Prag1
Mta3
Fam20a
Kansl1
Rasgef1b
Ddx25
Zranb3
Sirt6
Tacr3
Slc7a6
Sipa1l1
Tub
Borcs5
Plxna4
Hs2st1
Syt2
Thsd7a
Acaca
Slain1
Fgf13
Spata7
Slitrk5
Rad52
Trub1
Dbn1
Rimkla
Usp20
Pip4k2a
Atxn2l
Tmem132d
Rab6b
Mmaa
Eya4
1700001O22Rik
Pnck
1500009L16Rik
Elmo2
Map3k2
Trmt1l
Sytl2
Nsf
Rtl4
Slc2a6
Chrna2
Arsa
Ehmt1
Drosha
Klhl26
Pkia
Kcnt1
Polh
Syt16
Foxn3
Stac2
Ap3b1
Tro
Polr3a
Slc39a3
Polr3c
Tfb2m
Smyd5
Dip2b
9430015G10Rik
Chic1
Ube2f
Acaa1a
Dnajc13
Plch1
Prkci
Fnbp4
Myh14
Rab3c
Kdm2a
Mtrf1
Nupl2
Tspoap1
Mapkapk2
Bora
Rae1
Pbdc1
Capn2
Inpp4b
Map2k6
Arhgap35
Pde4d
Map3k3
Slc23a2
Bcorl1
Gnpda1
Cacna1c
Znrf3
Pex13
Spock1
Znhit6
Habp4
9330158H04Rik
Tbc1d13
Ercc6l2
Sh3gl2
Rnaseh2b
