Il11ra1
4930458D05Rik
Snapc1
Lrrtm3
Ccdc93
Nedd4l
Plod3
Cttn
Cbx8
Cblb
Kidins220
Arfip2
Nadsyn1
Rhbdd3
Smug1
Rnf208
L3mbtl4
Cyp11a1
Zfp933
G6pc3
Suds3
Sept8
Zcchc7
Cmc4
Sbf1
Atcay
Nmt2
Dazap1
Prrt1
Dgkd
Mfn1
1110020A21Rik
Dnmt1
Lars
Slc9a6
1110051M20Rik
Rabgap1
Mettl13
Vps13d
Ep400
Atp1b1
Tmem120a
Reep2
Ints3
Mrps22
Plekhh2
Lmtk3
Tomm40
AC061963.1
Prkcb
Scamp3
Timm50
Rcvrn
Ube2z
Cacna1e
Ank3
Etv4
Tmem189
Prpf40b
Snx7
Grid2
Cyb561a3
Sec61a1
Snap47
Sf3b3
Gpr108
Phf24
Hdac11
Msantd3
Gys1
Erich6
Zbtb24
Prr12
Sestd1
Fbxw8
Ppp2r2b
Gsk3a
Trnp1
Bace1
Gnpat
Plpbp
Pnisr
Blm
Glra2
Akap8l
Adck1
Cfap300
Far2
Serac1
Gga2
Mtmr3
Nrsn2
Snip1
Unc5d
Ankrd10
Pam
Ttc7b
9330159F19Rik
Carmil2
Sh3glb2
Vac14
Akr1e1
Bcl9
Gabra4
Kyat1
Hcfc2
Hacd3
Izumo4
Nespas
Syt3
Fnip1
Pex1
Map3k12
Mtor
Rubcn
Cog1
Lrrc3b
Zfp157
Col25a1
Morc2b
Stambpl1
Ddx4
Prr3
Ubn2
Panct2
2210408F21Rik
Fam163b
Atp6v1h
Kalrn
Pwp2
Tpst2
Szt2
Nelfe
March2
Wiz
Vdac3
Zfp952
Rmc1
Nsun4
Dedd2
Nxpe3
Mir670hg
Sult4a1
Bcan
Atrnl1
Lonrf1
Cdc27
Stoml1
Zfp30
Oprd1
Ndufs1
Aacs
Ube2e1
Tmem39b
Dcaf11
Tmem164
Naa15
Gabrr2
Lrch2
Kirrel3
Osgin2
Cep131
Trio
Zfp408
Errfi1
Mei1
Mterf4
Tulp3
Dnajc28
Nat10
Ncor2
Letm2
Sec24b
Ube2l3
Kif5c
Nubp1
Nim1k
Isy1
Polr2k
Rhobtb3
Bckdhb
Tldc1
Napa
Hivep2
Prkar1b
Zwint
Cers6
Snx10
Ppme1
Map1a
Grina
Sbds
Ankrd33b
4932441J04Rik
A230077H06Rik
Arx
Adap1
Mob3a
Pomt1
Tex14
U2af1
Gskip
Vdac2
Suv39h2
Dolk
Entpd6
Safb2
Ube2q1
Mrpl38
Mgat1
Unc45a
Alg9
Hhipl1
Pdia5
Nup50
Frmd4a
Kctd6
Chl1
Fa2h
Fxr1
Ccser1
Mapk8ip1
Brox
Lemd3
Tmem191c
Ccnh
Fam171b
Rundc3a
Atp6v0a2
Rbm18
Dusp22
Hspb8
Prep
Abhd8
Rpusd1
Smarca4
Med14
Pdk3
Emb
Syngr1
Tmem163
Dlgap3
Mrpl35
Bcs1l
Megf9
Atp2b4
5430400D12Rik
R3hcc1
Shtn1
Akap17b
Epb41l1
Dyrk1b
Mpnd
Ddx50
Arhgef1
Foxk2
Ap2a1
Wdr25
Nipsnap1
Snx21
Cycs
U2af2
Dact1
Rnf214
AC161456.1
Smyd4
Nlgn3
D130043K22Rik
Rps6kc1
Prkag1
Cdc23
Gpr83
Rbm48
Adcyap1r1
Atp2c1
Otud5
Acot8
Cox19
Camsap3
Tmem132b
Cabp7
Thnsl1
Desi1
Ube2ql1
Gba2
Adgrb3
Fam234b
Itpk1
5730522E02Rik
Fbxo41
Cyb5r4
Trim36
Znrf1
Zfp236
Stxbp5
Kcnma1
Nvl
Letmd1
Kcnd3os
Mars2
Dnajb6
Insig2
Rpl21
4933428G20Rik
Upp2
Sirt3
Tspan17
Plpp7
Tenm2
Prkcz
Nudcd3
Slc25a22
Smim10l2a
Rnf20
Plcb2
Dync1li2
Deptor
Nhej1
Stk25
Brcc3
Ube2cbp
Nectin1
Sox8
Lyrm9
B4galnt1
Rapgefl1
Prrt3
Mlh1
Smurf1
Cd164l2
Ranbp3l
Inpp5k
Gosr1
B230323A14Rik
D130040H23Rik
Sgip1
Auh
Smc2
Ano8
Atp6ap1
Plbd2
Uggt1
Scg2
Sncb
Tmem263
Klf15
Chrm3
Gjc3
Unc80
Map3k14
Rhoq
Celf2
Srxn1
Camk1d
Cap2
Pygo1
Panx2
Unc5c
Lrrfip2
Nos1ap
9330162G02Rik
Nup85
Rnf182
Tor1a
Inha
Usp36
P4ha3
Aup1
Lat2
Akap8
Nptx2
Siah3
Slc25a19
Ercc6
Fads6
Zfp551
Litaf
Rrp12
Btaf1
Maneal
Snx14
Sirt5
Sfta3-ps
Crtc1
Tenm4
Tpra1
Eif3b
Lypd6
Pls1
Ypel3
Polr3k
Zfp777
Prkag2
Mest
Cux2
Rgmb
Bhlhb9
Ankrd13c
Arl1
Prkacb
Me3
Rab3b
Scrt2
Chd2
Hnrnph1
Kif7
Adamts9
Snx32
Ankrd34a
Kif1b
Etaa1os
Edem1
Vcp
Stx7
Drg2
Vps35l
Armc6
Hrh1
Pde3a
Ubap2l
Myadml2os
Mthfd2
Pcgf3
Sgk1
Shisa6
Yeats4
A730098A19Rik
Ptpa
Naa35
Mbd4
P4ha1
Slc24a2
Mlec
Ptcd2
Fam184a
Igsf9
Rabep1
Resp18
Rapgef4os1
Pcsk2
Snrnp48
Gsdme
Paqr4
Nploc4
Mrpl45
Sdhaf2
Micall1
Naif1
Rfng
Sel1l3
2600014E21Rik
Tox4
Gars
Cadps
Wars
Kctd17
Prdm10
Usp45
Sh3yl1
Src
Rufy2
Dcp1b
Aph1c
Cend1
Sms
Trmt11
A430046D13Rik
Epb41
Cnih3
Fam49b
Abhd17c
Hykk
Zfp579
Ube4a
Zbtb17
AC154707.1
Rhbdl3
Slc35f6
Ptprs
Htr5a
Pex16
C78859
Zscan26
Ccdc92b
Col23a1
Pip4p1
Slc6a9
Zkscan3
Tcerg1
Camk1g
Tomm34
Dtymk
Tet2
Atp6v0c
Pak7
Slc12a9
Wdr5
Sart1
Zfp746
Mogs
Cox10
Slx1b
Ccdc92
Rexo4
Cdh22
Dok3
Haus8
Rars
Psmd1
Pcsk7
Slc25a39
Zyx
Lmln
Mypn
Itfg2
Rnf111
Napg
Ttc19
Trim32
Pcnx2
Dhrs13
5330434G04Rik
Rims2
Zcwpw1
Ankzf1
Tmem131l
Zdhhc14
Cgrrf1
Clip2
A930012L18Rik
G6pdx
Psme4
Abcf3
9430091E24Rik
Lrfn1
Srfbp1
4632428C04Rik
Hmgn3
Sesn1
Mrpl23
Svop
Iffo1
Mapk9
Ttc1
Zfp62
Ddx55
9330162012Rik
Rims4
Agap3
Mfsd4a
Tbc1d17
9530077C05Rik
Meis3
Extl2
Kctd15
Grin1
Brms1l
9530080O11Rik
Sars
Golga1
Maml3
Eif2b3
Abcc8
Ubp1
Pi4ka
Ppp2r5c
Nrg2
Samd10
Dlgap4
Hspa14
Trim2
Mycbp2
Ntmt1
Ptpn12
Ube4b
Flrt3
Gria3
E2f3
Celf3
Nhs
Agt
Rmnd1
Paxbp1
Fopnl
Phf20l1
Gls
Phtf1
Ftsj3
Gtpbp2
Med12l
Fndc1
Kif26b
Aig1
Mtif2
Pcgf6
Piga
Memo1
Gtf2ird2
Nlgn1
2900009J06Rik
Magel2
Fam120a
Dlat
Rps6ka4
Tmem8b
Ncbp3
Mecr
Bdh1
Sae1
Osbpl6
Cxxc1
Hira
Kif3c
Spg11
Pknox2
Sfmbt2
Grip1
Zfp961
Lrig2
Sgk2
Hsph1
Rrp7a
Plcd3
Rasl10b
Phyhip
Ppih
Supt3
1700016P03Rik
A730060N03Rik
Ivd
Csnk1d
Chchd3
Zfp112
Dnm1
Cep83os
Lta4h
Cmpk1
Wdtc1
Gpi1
Qtrt2
Aldob
Wdr75
Mcph1
Dusp15
Zbed5
A930015D03Rik
Olfm2
Pank1
Cep85
Eno3
Zfp955b
Dnajb5
Cpt1c
Usp38
Nsg1
Zgpat
Epha6
Cbs
Ints10
Csrnp2
Mtcl1
Nln
Rad54l2
Pigx
Fermt3
Dalrd3
Ttl
Gpt
Slc9a1
Atp8a2
Fam214a
Efna3
Slc4a8
Atxn7l3
Snx18
Dclk1
Pakap
Kcnh7
Cyp2u1
Plekha8
Zfp346
Pou2f2
Sh3gl1
Zfp711
Oprl1
Dgki
Zfp41
Adgrl1
Supv3l1
Aifm3
Dvl2
Adam8
Racgap1
Sema6b
Zc4h2
Camk2g
Ttc39b
Toe1
Fam169a
Kcnu1
Armc8
Rab11fip3
Scyl1
Mex3b
Pm20d2
Hacd2
Xbp1
Casz1
Ero1l
AC158605.1
Pfkfb3
Tbkbp1
B4galt5
1500004A13Rik
Tab1
Nyap1
Camkmt
Slc11a2
Rpl23a
Cux1
Galnt14
Brd7
Mrm1
Irgq
Abraxas2
Cep170
Sh3rf3
Sybu
Pus3
Dnajb4
C230037L18Rik
Gk
Zfp536
Ppcdc
Capn1
Tigd5
Zfp974
Sgsm2
Tmcc3
Tut1
Pias4
Mapk14
Aldh3a2
Sf3a2
Mfsd12
Hspd1
Dzip1
Hectd2
Zfyve27
Arnt
Adal
AC121603.3
Ric3
Aifm1
Etl4
1700003L19Rik
Ppfia1
Khdrbs2
Atg16l2
Dnm2
Fam193b
Amph
Flot2
Vps52
Atxn7l2
Fbxo21
Zfp142
Pik3c2b
1810043G02Rik
Cdk16
Ppp2cb
Wdr37
Ncln
Fam151b
Mpp6
Tmem169
Cabin1
Cpeb1
Rnf165
Abcb10
Wdr17
AC164314.1
Exog
Cmtr2
Shc3
Lmnb1
B4galt3
Armh3
Dscaml1
Taf4
Tfe3
Aff3
Fam13a
Adcyap1
Wsb2
Rab11fip5
Uhrf1bp1l
Ctps2
Slc6a8
Rangap1
Slc25a44
Pask
Ercc5
Itga8
Fat1
Zc3h3
Inpp5e
Htatip2
Stx2
Egfl6
Edem2
Pisd-ps1
Dusp8
5031439G07Rik
Dimt1
Map3k9
Lynx1
Retreg2
Zdhhc17
Vars
Fam214b
Rnf34
Pitrm1
Abhd6
Dnajc7
Fam171a2
Frs3
Gon4l
Gnai1
F730043M19Rik
Faap100
Cadps2
Prpf6
Cdan1
Zfp35
Hdac4
Chfr
Fam57a
Ppp2r3c
Cdip1
Edrf1
Elk1
Cacna1g
Usp35
Scaf4
Rcl1
Klhdc2
Sept6
Bcl11b
Adora1
Carm1
Obsl1
Gck
Ampd3
Lpp
Lncpint
Slco4a1
Cenpu
Atg13
Meis1
Tom1l2
Minar2
Nrsn1
Ripply2
Asns
Zfp930
Fxr2
Ripor2
Rfx7
Cyth1
Oxct1
Mfsd11
Clk2
Lrfn2
Exosc1
Ptpn2
Unc5a
Bicdl1
Fra10ac1
Dph1
Hps4
Usp21
Sh3bp5l
Atxn10
E430024P14Rik
Tvp23a
Spast
Fam84a
Ankrd35
Gspt2
Rell2
Igfn1
Adarb1
Chid1
Ero1lb
Cntnap2
5033417F24Rik
Fam196a
Ube3b
Prdx3
Rrp15
Zfp639
Kin
Adamts4
Calr
Abtb2
Trp53bp1
Sarm1
Frmpd3
Pex14
Pparg
Arxes1
Ndrg3
Dcun1d2
Zfp319
Hcn1
Sc5d
Dhcr7
Med9
Proser1
Clcn2
Il1rap
Abhd1
2610044O15Rik8
Gan
Tjap1
Kif21b
St3gal5
Dus3l
Prdm12
Amn1
Parp8
Trmt6
Zfp791
Syngr3
Ap1b1
Gramd1b
Slc39a2
Atp2b2
Mark1
Cfp
A030001D20Rik
Sptbn4
Ddx27
Trrap
AC115631.1
Amigo2
Pitpna
Nsmaf
Zfp866
Eif4e2
Foxp4
Kif16b
Trmt61a
9430064I24Rik
Bop1
Wdr45b
Ctnnd2
Caml
Dmc1
Pla2g3
Naa25
Brpf3
Mfsd13a
Wdfy2
Adam19
Adgrl3
Wdfy3
Grin3a
Ank2
Cdc37l1
Dmpk
Kat8
Slitrk4
Cep78
Chtf8
Col7a1
Neurl1a
Opcml
Atg2b
Nrip2
Tm6sf2
Slc25a3
Dand5
Ccdc85a
Wdr46
Arhgef4
Abhd10
Rhot1
Tmem151a
Nmnat2
Pkd1
Eml2
Zfp948
Sycp2
Vwc2
Sec24c
Washc2
Apba1
Hmgcll1
Eri3
Cx3cl1
Zfp414
Pheta1
9930104L06Rik
Ipo4
Pinx1
Zxdc
Lrp8
Map6
Atmin
Zbtb43
Gdpd2
Papss1
Rnf25
Atxn2
3632454L22Rik
Emilin2
Fkbp4
Cpsf7
Armh4
Prkab2
Tagap1
Hinfp
Lypla2
Ambra1
Cnot7
Lin28b
Ankrd24
Ddx19a
Smarca2
Tnr
Rnf207
1700112J16Rik
Zbtb40
Spns2
Fgf11
Gapdh
Ctnna2
Psmc6
Trim46
Mccc1
Simc1
Pigf
Slc35g2
Zbtb16
Noxred1
G2e3
Kbtbd3
B230110C06Rik
Mpped2
Syt1
Socs5
Homer2
Senp3
Lman2l
Dpp10
Gfra2
Mapk10
Ccne1
Wscd2
Sh2b2
Mapk1ip1l
Foxred1
Zfp598
Fam120aos
Lgi1
Eml5
Gbx1
Igsf3
Serpini1
Dmxl2
Gga1
Mapkap1
Afg1l
Rtkn2
Fktn
Tmem126b
Clptm1
Tmem56
Brd9
Med25
Acot11
Emsy
Gipc1
Rpl6
Kdm5d
Limch1
Inhba
Dock4
Dmtn
Fam135b
Asah1
Plekhg4
Itpkc
Ufsp2
4930506C21Rik
Osbpl5
Kptn
Dgkz
Lonrf2
Pfas
Selenoi
Chrd
Hivep3
Rdh13
Tspyl2
E2f6
Epha3
Rere
Usp27x
B3galnt1
Astn2
Mthfd1
Mettl2
Lgi4
Zswim4
Rock2
Prdm2
Csmd2
Mtmr7
Rundc3b
Fbxo28
9530052E02Rik
Rbm6
Cbx3
Grin2d
Dync1i1
Rassf5
Dync1h1
Sox6
Ptpn9
Ass1
Slit3
Fyn
Eif4e
Slc25a23
Kcnab1
Slc20a2
Nup155
Plin4
Arhgap26
Lrp3
Man1c1
Magef1
Abhd12
3110056K07Rik
Plcl2
Hcrtr2
Mef2d
Mbd6
Alox8
Eml4
Ptprf
Dock11
Spry4
Zcchc18
Ift172
Pld5
Eprs
Mrps2
Casc4
2610021A01Rik
Slc2a3
Zc3h13
Iqgap2
Tcea2
Mrrf
Nrf1
Trmt44
Cln8
Syt13
Oxnad1
Chst10
Spire1
Ptch1
Zfp647
Chgb
Pnpla8
Lnx1
Zfp382
Ppil4
Atad3a
Htr4
Ank
Ssbp2
Sat2
Klhl8
Dleu7
Sorcs2
4932438A13Rik
Far1
Ist1
Tmtc4
Prpf3
Wdr59
Iqcb1
Actr8
Dlx1as
Uevld
Mettl8
Cygb
Krba1
Wipi2
Zbed3
Frzb
Appbp2
Dhx29
D330023K18Rik
Parp1
Caskin1
Kdm5c
Dnaja2
Ube2e2
Elovl4
Vps37a
Plppr5
Kri1
Cog8
Osgepl1
Slc9a7
Cit
Erc2
Stard7
Tapt1
Camkk2
Ppp2r5e
Srpk3
Etv6
Rhbdd2
Nle1
Immt
Gmip
Crtc2
Dph5
Tmem63b
Reln
Dpf2
Ubxn2b
Tpcn2
Ssh2
Pank2
Arhgap22
0610010F05Rik
Nktr
Sepsecs
Paip2
Ncam1
Ctns
Inpp5b
Dync1i2
Cyp46a1
Tia1
Rab10os
Bloc1s5
Ube2o
Rtkn
Sema4a
Miga1
Hmga1
Grid1
Lsm11
Coq9
Rhobtb2
Gpr107
Mapre2
Cd47
Ssh3
Fbn2
Nsun2
Elp1
Fbxl12
Cntnap1
Zfp583
Atad2b
Rnf41
Unc119
Pknox1
Nr4a1
Stip1
Nt5e
Pold2
Kcnip4
Adprm
Flvcr1
Scn9a
Rbm20
Suox
Ralgps1
Fgf18
Sirt7
A230050P20Rik
Epdr1
Napb
Ttll11
Plxnc1
A730020E08Rik
Miat
Mrpl4
Usp29
Abcd4
Faf1
Fbxo22
Unc13a
Morf4l2
Hars2
Mkx
Hunk
Slbp
Asph
Gpr12
Cdc25a
Iws1
Zfp445
Ankib1
A330023F24Rik
Ntsr1
Pou6f2
Cd33
4921504A21Rik
Itsn1
Ube3c
Sgsm3
Coro7
Elfn1
Mpi
Snap23
Rwdd3
Zfp354b
Lgmn
Ajm1
5031425E22Rik
Slc7a8
Rnpepl1
Actr5
Abcc1
Ss18l1
Ogt
Atp5l
Tbce
Trabd
2610507B11Rik
Styx
Fgd4
Pphln1
Josd2
Rwdd2b
Shc2
Hrh2
Dlgap1
Zbtb8b
Pacsin1
Sec61a2
Fgf9
Taf1c
Stx16
Optn
Ehd3
Gabrb1
Dusp1
Ap5s1
Arhgap32
P3h1
Kcng2
Rimbp2
P2rx4
Clasp1
Sphkap
Fbrsl1
Dlg5
A630089N07Rik
Dlx6os1
Gfpt1
Acad9
Ranbp9
Il15ra
Brsk2
Prpf4b
Las1l
Acss2
Dbt
Bbx
Casc3
Fbxo9
Echdc1
Fam217b
Adcy3
Elac2
Mtx2
Sirt4
Hgsnat
Ahi1
Foxp2
Sptlc1
Cracr2a
Adamtsl5
Usp40
1700102P08Rik
Tbrg4
Arhgap44
Anxa6
Dapk1
Aars2
Col26a1
Dync1li1
Tyk2
Mboat7
C4b
Rapgef1
Pcdh17
Ubqln1
Ess2
Thbs3
Ksr2
Xpo1
Ppip5k1
Cers1
Exoc6b
Asb8
Lmtk2
Osbpl9
Uty
Acbd3
Plekha4
Ap5m1
Pnpla6
Rnf44
Cdk20
Zfyve19
Hook3
Spns1
March11
Sufu
4930402H24Rik
Polr1e
Dnajb2
Xpo5
Farp1
Glrx
Ptpdc1
Rph3a
Dgat1
Poldip2
Tma7
Srpk1
Ttyh3
Satb1
Ankrd13d
Trappc12
Proser2
Tert
Tet3
Mtmr4
Trpm2
2810021J22Rik
Npr2
Dtx3
Plekhm1
Mafg
Smoc1
Nkrf
Pom121
Thrb
Chka
Sun1
Sdk1
Ttc21b
Ppif
Irs2
Slco3a1
Pgs1
Tsacc
Klhl22
Atg4b
Capn7
Llgl1
Syt17
Rnf24
Junos
Hspa8
Rxra
Tulp4
Larp4
Mocs1
Entpd5
Sclt1
Zfp60
Ccdc120
Utp15
Tle2
Zc3h12c
A430010J10Rik
Senp5
B130055M24Rik
Npy5r
Rbm19
Setd4
Zfp949
Osbp2
Baz1b
Syvn1
Nacad
Spock3
Lrrc24
Plekhn1
Nt5c3
Cnnm1
Fgf14
Slc27a2
Cdc14b
Pdlim3
L1cam
Rapgef5
Nfx1
Arl8b
Dcaf5
Kcnk1
Gprc5b
Ddhd1
Mon1a
Ttc3
Grm7
Ncs1
Rbck1
Osbpl3
Lmbr1l
Gns
Dchs1
Gpc6
Riok2
Cpeb4
B3galnt2
Trim17
Ppp1r21
Ppp5c
Got1
Porcn
Eral1
Poc5
Myo5a
Adcy7
Tbc1d15
Abca2
Miga2
Ccdc88a
Fnip2
Mospd3
Lpcat4
Dhx34
Prickle1
St8sia1
Slc45a4
Atg16l1
Pja1
Slitrk1
Elavl2
Rhpn1
Ptdss2
Tmem177
Cyp4f16
Dab1
Tmem28
Decr2
Mff
Cnot4
D930048N14Rik
Tbc1d30
Mark3
Zkscan16
Crebl2
Gna14
Pcid2
Cxadr
Anapc5
Capza1
Ano4
Ctbp1
Magee2
P3h3
Tra2a
Plcxd3
Prickle2
2310061I04Rik
Coro2b
Gpat3
Atp13a1
Ralgapb
Gria4
Fnbp1
Ica1l
Bean1
Zfp710
Sema6c
Epha5
Syt4
Dst
Wnk3
Gtf2h3
Lonp2
Etnppl
Rfx1
Slc7a3
Brdt
Ftx
Gna12
Hdac3
Rnf144a
Ago3
Ap3s2
Slc1a1
Poglut1
Rap1gap
Tuba4a
Ahcyl2
Zcwpw2
Fbxl18
Klhdc8a
Megf8
Ctnnal1
Clasp2
Pex11g
Trak2
D5Ertd579e
Ssh1
Btbd9
Tcaf1
Tex10
Kcnd3
Adar
Mapk8ip2
Tbc1d9b
Apmap
Aggf1
Heatr3
Htr7
Erlec1
Kif21a
Mlst8
Snap91
Ubac2
Zbtb5
4932443L11Rik
Kansl2
Oxt
Rgl1
Chga
Plekhm2
Cntnap5a
Snu13
Pstpip1
Tmtc3
